startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_90,2012-01-01,France,Energy,IPO,496.0,1178.0,603.0,16.82,6.0,Yes,Yes,98.0,"Java, Spring",159923.0,0,0.5114503816793893,0.4206955046649703,14.266327396098388,6.090909090909091,5.01010101010101,169.8989898989899,0.8211920529801324,27.8476821192053,1.2132796780684105,1615.3838383838383
Startup_91,2020-01-01,Brazil,Gaming,Seed,32.0,487.0,217.0,30.13,1.0,Yes,Yes,24.0,"Node.js, React",277526.0,2,0.444672131147541,0.06557377049180328,61.74180327868852,8.68,1.28,1205.2,0.14678899082568808,138.21100917431193,6.575757575757576,11101.04
Startup_92,2007-01-01,China,E-commerce,IPO,9.0,1066.0,791.0,47.26,5.0,Yes,Yes,84.0,"Node.js, React",1688520.0,0,0.7413308341143393,0.008434864104967198,44.29240862230553,9.305882352941177,0.10588235294117647,556.0,0.011363636363636364,59.67171717171717,79.1,19864.941176470587
Startup_93,2014-01-01,India,FinTech,Series B,67.0,2765.0,93.0,24.54,1.0,No,No,29.0,"PHP, Laravel",4932557.0,2,0.033622559652928416,0.024222704266088215,8.872017353579176,3.1,2.2333333333333334,818.0,0.7127659574468085,261.06382978723406,1.3676470588235294,164418.56666666668
Startup_94,2008-01-01,Germany,Energy,Series A,81.0,979.0,329.0,38.65,6.0,No,Yes,42.0,"Java, Spring",2704138.0,3,0.3357142857142857,0.0826530612244898,39.43877551020408,7.651162790697675,1.8837209302325582,898.8372093023256,0.24545454545454545,117.12121212121212,4.012195121951219,62886.93023255814
Startup_95,2006-01-01,India,EdTech,Series B,293.0,4767.0,808.0,3.39,7.0,No,No,16.0,"Python, AI",2980031.0,1,0.16946308724832215,0.06145134228187919,0.7109899328859061,47.529411764705884,17.235294117647058,199.41176470588235,0.3621755253399258,4.19035846724351,2.748299319727891,175295.9411764706
Startup_96,2004-01-01,France,AI,IPO,112.0,2838.0,341.0,39.03,1.0,No,Yes,13.0,"PHP, Laravel",4741222.0,2,0.12011271574498063,0.039450510743219445,13.747798520605848,24.357142857142858,8.0,2787.8571428571427,0.32748538011695905,114.12280701754386,3.017699115044248,338658.71428571426
Startup_97,2009-01-01,USA,FinTech,Seed,72.0,894.0,811.0,32.73,3.0,Yes,Yes,79.0,"Java, Spring",11859.0,0,0.906145251396648,0.08044692737430167,36.56983240223463,10.1375,0.9,409.12499999999994,0.08866995073891626,40.30788177339901,11.10958904109589,148.2375
Startup_98,2020-01-01,Germany,FoodTech,Series C,340.0,2505.0,710.0,10.07,9.0,No,Yes,8.0,"Python, AI",1754075.0,1,0.2833200319233839,0.13567438148443736,4.018355945730248,78.88888888888889,37.77777777777778,1118.888888888889,0.4781997187060478,14.163150492264416,2.0821114369501466,194897.22222222222
Startup_99,2007-01-01,Germany,EdTech,Series C,420.0,4821.0,262.0,22.57,3.0,Yes,No,11.0,"Python, AI",1470291.0,2,0.05433430111986728,0.08710078805474906,4.680630443799253,21.833333333333332,35.0,1880.8333333333333,1.596958174904943,85.81749049429658,0.6223277909738717,122524.25
Startup_100,2016-01-01,Brazil,EdTech,Seed,55.0,2035.0,476.0,39.48,7.0,No,Yes,71.0,"C++, ML",4283807.0,3,0.2337917485265226,0.027013752455795677,19.390962671905697,6.611111111111111,0.7638888888888888,548.3333333333334,0.11530398322851153,82.76729559748428,8.5,59497.319444444445
Startup_101,2007-01-01,USA,EdTech,Series B,165.0,4329.0,346.0,45.48,8.0,Yes,Yes,46.0,"PHP, Laravel",3754030.0,1,0.07990762124711316,0.03810623556581986,10.503464203233257,7.361702127659575,3.5106382978723403,967.6595744680851,0.4755043227665706,131.06628242074927,2.0843373493975905,79872.97872340426
Startup_102,2000-01-01,China,FinTech,Series C,376.0,1018.0,924.0,9.17,7.0,Yes,Yes,7.0,"Python, AI",608616.0,0,0.9067713444553483,0.3689892051030422,8.999018645731109,115.5,47.0,1146.25,0.4064864864864865,9.913513513513514,2.4509283819628647,76077.0
Startup_103,2018-01-01,UK,Energy,Series A,110.0,4246.0,618.0,30.12,2.0,No,Yes,89.0,"Node.js, React",3331432.0,2,0.14551448080998353,0.025900635742877324,7.092064987049682,6.866666666666666,1.2222222222222223,334.6666666666667,0.1777059773828756,48.65912762520194,5.5675675675675675,37015.91111111111
Startup_104,2015-01-01,China,Logistics,IPO,492.0,1064.0,29.0,11.6,9.0,No,Yes,93.0,"Node.js, React",3863345.0,3,0.027230046948356807,0.4619718309859155,10.892018779342724,0.30851063829787234,5.23404255319149,123.40425531914893,16.4,386.6666666666667,0.058823529411764705,41099.414893617024
Startup_105,2000-01-01,France,Logistics,Seed,306.0,4780.0,805.0,47.77,2.0,No,Yes,55.0,"Node.js, React",127563.0,1,0.1683748169838946,0.06400334658021334,9.99163354946664,14.375,5.464285714285714,853.0357142857143,0.37965260545905705,59.267990074441684,2.6221498371335503,2277.910714285714
Startup_106,2008-01-01,Japan,E-commerce,IPO,291.0,4908.0,707.0,38.82,7.0,Yes,Yes,94.0,"Node.js, React",4789305.0,1,0.1440211855775107,0.05927887553473212,7.907924220818904,7.442105263157894,3.0631578947368423,408.63157894736844,0.4110169491525424,54.83050847457627,2.421232876712329,50413.73684210526
Startup_107,2012-01-01,Japan,E-commerce,Seed,305.0,4485.0,352.0,11.13,7.0,No,No,65.0,"Python, AI",4787479.0,1,0.07846633972358448,0.06798930004458315,2.481052162282657,5.333333333333333,4.621212121212121,168.63636363636363,0.8640226628895185,31.52974504249292,1.1503267973856208,72537.56060606061
Startup_108,2011-01-01,Brazil,Tech,Series C,232.0,2772.0,92.0,47.42,2.0,No,Yes,28.0,"C++, ML",3373415.0,2,0.03317706455102777,0.08366390191128742,17.10061305445366,3.1724137931034484,8.0,1635.1724137931035,2.4946236559139785,509.89247311827955,0.3948497854077253,116324.6551724138
Startup_109,2007-01-01,Japan,Tech,IPO,15.0,737.0,50.0,33.3,3.0,No,Yes,56.0,"C++, ML",2255376.0,3,0.06775067750677506,0.02032520325203252,45.1219512195122,0.8771929824561403,0.2631578947368421,584.2105263157895,0.29411764705882354,652.9411764705883,3.125,39568.0
Startup_110,2022-01-01,USA,E-commerce,Series C,233.0,1152.0,999.0,14.27,2.0,No,No,3.0,"Python, AI",1469544.0,0,0.8664353859496965,0.202081526452732,12.376409366869037,249.75,58.25,3567.5,0.233,14.27,4.269230769230769,367386.0
Startup_111,2002-01-01,USA,FinTech,Series B,455.0,4924.0,467.0,40.6,8.0,No,Yes,50.0,"Python, AI",3568628.0,1,0.0948223350253807,0.09238578680203045,8.243654822335026,9.156862745098039,8.92156862745098,796.0784313725491,0.9722222222222222,86.75213675213675,1.0241228070175439,69973.09803921569
Startup_112,2021-01-01,Canada,FinTech,Series B,407.0,4959.0,703.0,25.76,5.0,No,No,83.0,"Node.js, React",92066.0,1,0.14173387096774193,0.08205645161290323,5.193548387096774,8.369047619047619,4.845238095238095,306.6666666666667,0.578125,36.59090909090909,1.7230392156862746,1096.0238095238096
Startup_113,2002-01-01,Germany,Logistics,Seed,292.0,3968.0,876.0,31.67,8.0,No,Yes,70.0,"Python, AI",3982687.0,1,0.22071050642479215,0.07357016880826404,7.979339884101789,12.338028169014084,4.112676056338028,446.056338028169,0.3329532497149373,36.11174458380844,2.9897610921501707,56094.18309859155
Startup_114,2011-01-01,UK,Gaming,IPO,409.0,3815.0,591.0,18.04,3.0,No,No,70.0,"Java, Spring",1456937.0,2,0.15487421383647798,0.10718029350104821,4.727463312368973,8.32394366197183,5.76056338028169,254.08450704225353,0.6908783783783784,30.472972972972972,1.4414634146341463,20520.23943661972
Startup_115,2009-01-01,Brazil,Energy,Series A,282.0,693.0,601.0,16.2,8.0,No,Yes,61.0,"C++, ML",734824.0,3,0.8659942363112392,0.40634005763688763,23.34293948126801,9.693548387096774,4.548387096774194,261.2903225806452,0.4684385382059801,26.910299003322258,2.1236749116607774,11852.0
Startup_116,2011-01-01,Australia,Healthcare,Seed,181.0,1238.0,58.0,0.53,9.0,No,Yes,86.0,"Node.js, React",3656662.0,3,0.046811945117029866,0.14608555286521388,0.42776432606941084,0.6666666666666666,2.0804597701149423,6.091954022988506,3.0677966101694913,8.983050847457626,0.31868131868131866,42030.597701149425
Startup_117,2022-01-01,Brazil,Tech,Series A,83.0,921.0,278.0,46.23,5.0,No,No,59.0,"Python, AI",3778623.0,3,0.30151843817787416,0.09002169197396963,50.140997830802604,4.633333333333334,1.3833333333333333,770.5,0.2974910394265233,165.69892473118279,3.3095238095238093,62977.05
Startup_118,2011-01-01,Japan,AI,IPO,465.0,2947.0,144.0,43.92,7.0,No,Yes,57.0,"PHP, Laravel",4386676.0,3,0.048846675712347354,0.15773405698778833,14.898236092265943,2.4827586206896552,8.017241379310345,757.2413793103449,3.206896551724138,302.8965517241379,0.3090128755364807,75632.3448275862
Startup_119,2000-01-01,Japan,AI,Series A,60.0,1298.0,732.0,34.24,5.0,Yes,No,2.0,"C++, ML",2421331.0,0,0.5635103926096998,0.046189376443418015,26.358737490377212,244.0,20.0,11413.333333333334,0.08185538881309687,46.71214188267394,12.0,807110.3333333334
Startup_120,2007-01-01,Australia,Energy,Series A,420.0,4674.0,691.0,49.01,4.0,Yes,No,33.0,"C++, ML",3276266.0,1,0.14780748663101603,0.08983957219251337,10.483422459893049,20.323529411764707,12.352941176470589,1441.4705882352941,0.6069364161849711,70.82369942196532,1.6413301662707838,96360.76470588235
Startup_121,2008-01-01,Australia,Logistics,Series A,243.0,1172.0,634.0,8.77,1.0,Yes,Yes,80.0,"Java, Spring",385753.0,0,0.5404944586530265,0.2071611253196931,7.476555839727196,7.827160493827161,3.0,108.27160493827161,0.3826771653543307,13.811023622047244,2.598360655737705,4762.382716049383
Startup_122,2022-01-01,Australia,FinTech,Series A,455.0,3074.0,14.0,12.98,3.0,No,No,95.0,"PHP, Laravel",3334795.0,2,0.0045528455284552845,0.14796747967479676,4.221138211382113,0.14583333333333334,4.739583333333333,135.20833333333334,30.333333333333332,865.3333333333334,0.03070175438596491,34737.447916666664
Startup_123,2014-01-01,Canada,AI,Seed,267.0,4484.0,594.0,19.62,8.0,No,Yes,99.0,"PHP, Laravel",2044039.0,1,0.13244147157190636,0.05953177257525084,4.374581939799331,5.94,2.67,196.2,0.44873949579831934,32.97478991596638,2.216417910447761,20440.39
Startup_124,2010-01-01,China,FoodTech,Series C,285.0,3333.0,859.0,16.56,5.0,No,No,1.0,"Java, Spring",790423.0,1,0.2576484703059388,0.08548290341931614,4.967006598680264,429.5,142.5,8280.0,0.3313953488372093,19.25581395348837,3.0034965034965033,395211.5
Startup_125,2003-01-01,Japan,Logistics,Series A,126.0,3005.0,466.0,11.32,9.0,Yes,No,54.0,"Python, AI",1647364.0,1,0.1550232867598137,0.041916167664670656,3.765801729873586,8.472727272727273,2.290909090909091,205.8181818181818,0.2698072805139186,24.239828693790148,3.6692913385826773,29952.072727272727
Startup_126,2013-01-01,China,Energy,Seed,18.0,4988.0,716.0,15.14,6.0,No,Yes,17.0,"PHP, Laravel",264278.0,1,0.14351573461615555,0.0036079374624173183,3.034676287833233,39.77777777777778,1.0,841.1111111111111,0.02510460251046025,21.115760111576012,37.68421052631579,14682.111111111111
Startup_127,2012-01-01,Australia,FoodTech,Series B,323.0,3800.0,312.0,33.15,9.0,No,Yes,15.0,"PHP, Laravel",553729.0,1,0.08208366219415943,0.0849776374638253,8.72138910812944,19.5,20.1875,2071.875,1.0319488817891374,105.91054313099042,0.9629629629629629,34608.0625
Startup_128,2015-01-01,USA,FinTech,Series B,120.0,589.0,537.0,11.0,8.0,No,Yes,62.0,"Node.js, React",3553321.0,3,0.9101694915254237,0.2033898305084746,18.64406779661017,8.523809523809524,1.9047619047619047,174.6031746031746,0.22304832713754646,20.44609665427509,4.43801652892562,56401.920634920636
Startup_129,2002-01-01,Canada,Gaming,Series C,93.0,3042.0,562.0,30.07,9.0,Yes,No,70.0,"Node.js, React",825322.0,1,0.18468616496878082,0.03056194544857049,9.881695695037791,7.915492957746479,1.3098591549295775,423.5211267605634,0.16518650088809947,53.41030195381883,5.9787234042553195,11624.25352112676
Startup_130,2022-01-01,China,Gaming,Series C,210.0,4083.0,465.0,34.55,5.0,Yes,No,19.0,"C++, ML",2404821.0,1,0.11385896180215475,0.051420176297747304,8.459843290891284,23.25,10.5,1727.5,0.45064377682403434,74.14163090128756,2.203791469194313,120241.05
Startup_131,2006-01-01,Germany,EdTech,Series C,282.0,814.0,757.0,10.67,1.0,No,No,14.0,"Node.js, React",1635486.0,0,0.9288343558282208,0.3460122699386503,13.0920245398773,50.46666666666667,18.8,711.3333333333334,0.3720316622691293,14.076517150395778,2.674911660777385,109032.4
Startup_132,2005-01-01,UK,Logistics,Seed,434.0,810.0,392.0,37.22,7.0,No,No,74.0,"Node.js, React",1796469.0,3,0.4833538840937115,0.5351418002466092,45.893958076448826,5.226666666666667,5.786666666666667,496.26666666666665,1.104325699745547,94.70737913486005,0.9011494252873563,23952.92
Startup_133,2014-01-01,Germany,Tech,IPO,106.0,1238.0,454.0,7.05,8.0,Yes,No,83.0,"Python, AI",4811853.0,3,0.36642453591606133,0.08555286521388217,5.690072639225182,5.404761904761905,1.2619047619047619,83.92857142857143,0.23296703296703297,15.494505494505495,4.242990654205608,57283.96428571428
Startup_134,2016-01-01,UK,Tech,IPO,413.0,3142.0,893.0,35.34,7.0,Yes,Yes,22.0,"PHP, Laravel",1590553.0,1,0.2841234489341394,0.13140311804008908,11.244034362074451,38.82608695652174,17.956521739130434,1536.5217391304348,0.46196868008948544,39.53020134228188,2.157004830917874,69154.47826086957
Startup_135,2000-01-01,India,E-commerce,Series A,364.0,279.0,428.0,36.79,3.0,No,Yes,54.0,"C++, ML",656788.0,0,1.5285714285714285,1.3,131.39285714285714,7.781818181818182,6.618181818181818,668.9090909090909,0.8484848484848485,85.75757575757575,1.1726027397260275,11941.6
Startup_136,2020-01-01,UK,FoodTech,Series C,157.0,2895.0,741.0,28.3,8.0,Yes,Yes,89.0,"Java, Spring",508255.0,1,0.25587016574585636,0.05421270718232044,9.772099447513812,8.233333333333333,1.7444444444444445,314.44444444444446,0.21159029649595687,38.14016172506739,4.689873417721519,5647.277777777777
Startup_137,2003-01-01,Japan,Energy,Seed,177.0,2065.0,561.0,32.81,1.0,Yes,No,53.0,"PHP, Laravel",1609421.0,0,0.27153920619554694,0.0856727976766699,15.880929332042594,10.38888888888889,3.2777777777777777,607.5925925925926,0.31494661921708184,58.380782918149464,3.151685393258427,29804.09259259259
Startup_138,2015-01-01,Germany,Healthcare,Series C,358.0,2010.0,623.0,42.25,1.0,No,No,90.0,"C++, ML",4113834.0,0,0.3097961213326703,0.17802088513177525,21.009448035803082,6.846153846153846,3.934065934065934,464.2857142857143,0.5737179487179487,67.70833333333333,1.7353760445682451,45206.96703296703
Startup_139,2018-01-01,Canada,EdTech,Series C,381.0,4646.0,921.0,22.08,8.0,Yes,No,24.0,"Java, Spring",4264548.0,1,0.19819238218205293,0.08198837959974177,4.751452550032279,36.84,15.24,883.2,0.41323210412147504,23.947939262472886,2.410994764397906,170581.92
Startup_140,2012-01-01,China,Tech,IPO,108.0,1498.0,856.0,18.01,7.0,No,No,80.0,"Node.js, React",3444413.0,0,0.57104736490994,0.07204803202134756,12.014676450967311,10.567901234567902,1.3333333333333333,222.34567901234567,0.12602100350058343,21.015169194865813,7.853211009174312,42523.61728395062
Startup_141,2022-01-01,China,Logistics,IPO,302.0,4200.0,757.0,24.17,6.0,No,Yes,21.0,"C++, ML",4439797.0,1,0.1801951916210426,0.07188764579861938,5.753392049512021,34.40909090909091,13.727272727272727,1098.6363636363637,0.39841688654353563,31.886543535620053,2.4983498349834985,201808.95454545456
Startup_142,2012-01-01,Germany,FoodTech,Series C,79.0,330.0,210.0,38.26,7.0,Yes,Yes,30.0,"Python, AI",2756869.0,3,0.6344410876132931,0.23867069486404835,115.58912386706949,6.774193548387097,2.5483870967741935,1234.1935483870968,0.3744075829383886,181.32701421800948,2.625,88931.25806451614
Startup_143,2003-01-01,Germany,Energy,Seed,388.0,241.0,50.0,39.23,4.0,No,Yes,96.0,"C++, ML",14506.0,3,0.2066115702479339,1.603305785123967,162.10743801652893,0.5154639175257731,4.0,404.4329896907216,7.607843137254902,769.2156862745098,0.12853470437017994,149.5463917525773
Startup_144,2021-01-01,China,E-commerce,IPO,445.0,2055.0,394.0,8.99,9.0,No,Yes,96.0,"Node.js, React",502517.0,3,0.1916342412451362,0.21643968871595332,4.372568093385214,4.061855670103093,4.587628865979381,92.68041237113403,1.1265822784810127,22.759493670886076,0.8834080717488789,5180.587628865979
Startup_145,2017-01-01,China,FoodTech,Seed,362.0,3684.0,450.0,33.49,8.0,No,Yes,16.0,"Java, Spring",1993652.0,1,0.12211668928086838,0.09823609226594301,9.08819538670285,26.470588235294116,21.294117647058822,1970.0,0.802660753880266,74.25720620842571,1.2396694214876034,117273.64705882352
Startup_146,2021-01-01,UK,AI,Series A,191.0,1970.0,77.0,48.17,3.0,Yes,Yes,37.0,"Java, Spring",4886213.0,2,0.03906646372399797,0.09690512430238457,24.439370877727043,2.026315789473684,5.026315789473684,1267.6315789473683,2.448717948717949,617.5641025641025,0.4010416666666667,128584.55263157895
Startup_147,2014-01-01,USA,Energy,Series C,472.0,4553.0,629.0,12.31,6.0,No,Yes,88.0,"Java, Spring",2989111.0,1,0.13812033377250768,0.103645147123408,2.7031181379007467,7.067415730337078,5.303370786516854,138.31460674157304,0.7492063492063492,19.53968253968254,1.3298097251585623,33585.51685393258
Startup_148,2022-01-01,Japan,Gaming,Series A,430.0,1969.0,966.0,13.48,2.0,No,No,38.0,"C++, ML",4993892.0,0,0.4903553299492386,0.2182741116751269,6.842639593908629,24.76923076923077,11.025641025641026,345.64102564102564,0.4446742502585315,13.940020682523269,2.2412993039443156,128048.51282051283
Startup_149,2020-01-01,Japan,EdTech,Series A,430.0,1540.0,904.0,19.06,4.0,Yes,No,47.0,"Node.js, React",3876927.0,0,0.5866320571057755,0.2790395846852693,12.36859182349124,18.833333333333332,8.958333333333334,397.0833333333333,0.47513812154696133,21.060773480662984,2.097447795823666,80769.3125
Startup_150,2004-01-01,France,EdTech,Seed,57.0,1254.0,987.0,48.06,8.0,Yes,No,43.0,"Node.js, React",2729834.0,1,0.7864541832669323,0.04541832669322709,38.29482071713147,22.431818181818183,1.2954545454545454,1092.2727272727273,0.057692307692307696,48.64372469635627,17.017241379310345,62041.681818181816
Startup_151,2003-01-01,Japan,Logistics,Series C,445.0,4501.0,613.0,23.86,2.0,Yes,Yes,23.0,"Java, Spring",1851386.0,2,0.13616170590848511,0.09884495779653488,5.299866725899601,25.541666666666668,18.541666666666668,994.1666666666666,0.7247557003257329,38.85993485342019,1.3744394618834082,77141.08333333333
Startup_152,2020-01-01,France,Energy,Series A,406.0,2164.0,527.0,10.12,4.0,Yes,Yes,12.0,"Java, Spring",2740579.0,0,0.24341801385681294,0.18752886836027713,4.674364896073903,40.53846153846154,31.23076923076923,778.4615384615385,0.7689393939393939,19.166666666666668,1.2948402948402948,210813.76923076922
Startup_153,2002-01-01,Brazil,Healthcare,Series B,473.0,3409.0,743.0,16.28,8.0,Yes,Yes,27.0,"Node.js, React",3089571.0,1,0.21788856304985338,0.13870967741935483,4.774193548387097,26.535714285714285,16.892857142857142,581.4285714285714,0.635752688172043,21.881720430107528,1.5675105485232068,110341.82142857143
Startup_154,2020-01-01,India,AI,Series C,350.0,3486.0,943.0,30.96,6.0,No,No,73.0,"Node.js, React",3304564.0,1,0.2704330369945512,0.10037281330656725,8.878692285632349,12.743243243243244,4.72972972972973,418.3783783783784,0.3707627118644068,32.79661016949152,2.6866096866096867,44656.27027027027
Startup_155,2012-01-01,Brazil,E-commerce,Series A,163.0,2202.0,198.0,27.72,7.0,Yes,Yes,50.0,"Node.js, React",2624542.0,3,0.08987743985474353,0.07399001361779392,12.582841579664095,3.8823529411764706,3.196078431372549,543.5294117647059,0.8190954773869347,139.2964824120603,1.2073170731707317,51461.60784313725
Startup_156,2007-01-01,Brazil,EdTech,Series A,126.0,44.0,565.0,28.02,3.0,No,Yes,49.0,"Python, AI",2370350.0,0,12.555555555555555,2.8,622.6666666666666,11.3,2.52,560.4,0.2226148409893993,49.50530035335689,4.448818897637795,47407.0
Startup_157,2005-01-01,Brazil,Tech,Series B,299.0,4027.0,587.0,16.37,2.0,No,No,68.0,"C++, ML",194605.0,2,0.14572989076464746,0.07423038728897716,4.064051638530288,8.507246376811594,4.333333333333333,237.24637681159422,0.5085034013605442,27.840136054421773,1.9566666666666668,2820.3623188405795
